id_cliente;Recency;Frequency;Monetary;R_Score;F_Score;M_Score;RFM_Score;Cluster;Segmento;edad;ingresos_mensuales_aprox;segmento_programa;distrito
CLI04139;183;4;1060.37;3;4;4;344;0;Leales;65;2127.67;Basico;Santiago de Surco
CLI04140;165;4;657.96;3;4;3;343;3;En Riesgo;33;1477.3;Basico;San Miguel
CLI04141;8;5;715.08;5;4;3;543;0;Leales;71;4476.01;Platino;Santiago de Surco
CLI04143;553;4;1007.28;1;4;4;144;2;Perdidos;68;3355.58;Platino;Miraflores
CLI04144;185;11;2458.96;3;5;5;355;1;Campeones;33;1131.03;Basico;Los Olivos
CLI04145;13;6;1035.05;5;5;4;554;0;Leales;61;10700.4;Platino;Comas
CLI04146;5;6;1342.21;5;5;5;555;0;Leales;70;7045.51;Regular;Ate
CLI04147;603;1;133.66;1;2;1;121;2;Perdidos;49;1077.18;Basico;San Borja
CLI04148;39;4;1660.11;4;4;5;445;0;Leales;47;6125.99;Regular;Comas
CLI04149;218;2;281.25;2;3;2;232;3;En Riesgo;29;2614.27;Basico;Comas
CLI04150;239;1;355.72;2;2;2;222;3;En Riesgo;30;2317.01;Basico;Los Olivos
CLI04152;12;2;727.97;5;3;3;533;3;En Riesgo;38;11092.48;Premium;Comas
CLI04154;192;2;662.92;3;3;3;333;3;En Riesgo;33;2018.51;Basico;Santiago de Surco
CLI04156;386;1;273.03;2;2;2;222;2;Perdidos;43;1324.81;Basico;Ate
CLI04157;366;3;187.17;2;4;1;241;2;Perdidos;21;3875.22;Regular;San Miguel
CLI04160;94;1;138.98;4;2;1;421;3;En Riesgo;47;5560.81;Platino;Magdalena
CLI04161;86;1;286.15;4;2;2;422;3;En Riesgo;31;8474.79;Platino;San Miguel
CLI04162;118;2;693.62;4;3;3;433;3;En Riesgo;45;7302.36;Platino;Magdalena
CLI04163;19;1;451.03;5;2;2;522;3;En Riesgo;63;11896.87;Regular;Miraflores
CLI04164;143;7;2056.67;3;5;5;355;0;Leales;27;11291.52;Regular;Los Olivos
CLI04166;11;7;1112.63;5;5;4;554;0;Leales;62;4625.24;Regular;Los Olivos
CLI04167;574;2;436.01;1;3;2;132;2;Perdidos;71;1428.59;Basico;Santiago de Surco
CLI04168;4;6;1417.47;5;5;5;555;0;Leales;59;11877.14;Platino;Miraflores
CLI04170;175;5;777.95;3;4;3;343;0;Leales;67;2391.95;Basico;San Miguel
CLI04172;24;8;968.96;5;5;4;554;0;Leales;41;6694.47;Premium;Ate
CLI04174;16;6;1082.5;5;5;4;554;0;Leales;19;9550.93;Platino;San Borja
CLI04175;8;7;1264.33;5;5;4;554;0;Leales;71;9829.54;Platino;Los Olivos
CLI04176;111;6;1839.89;4;5;5;455;0;Leales;61;6157.45;Regular;Ate
CLI04177;28;5;1166.76;4;4;4;444;0;Leales;19;6438.09;Premium;Miraflores
CLI04178;324;5;1246.85;2;4;4;244;0;Leales;64;2740.45;Basico;Comas
CLI04179;233;2;305.11;2;3;2;232;3;En Riesgo;73;1609.8;Basico;Santiago de Surco
CLI04180;309;4;990.57;2;4;4;244;3;En Riesgo;54;8633.59;Premium;Magdalena
CLI04181;12;7;2033.25;5;5;5;555;0;Leales;70;4381.22;Premium;Los Olivos
CLI04184;566;2;1070.32;1;3;4;134;2;Perdidos;26;5887.03;Regular;Ate
CLI04185;5;13;3761.18;5;5;5;555;1;Campeones;70;9496.13;Platino;San Juan de Lurigancho
CLI04186;377;2;759.2;2;3;3;233;2;Perdidos;64;9333.2;Regular;Los Olivos
CLI04189;588;1;172.62;1;2;1;121;2;Perdidos;52;2735.51;Basico;San Miguel
CLI04190;251;1;156.04;2;2;1;221;3;En Riesgo;45;8508.69;Platino;San Borja
CLI04191;180;1;15.56;3;2;1;321;3;En Riesgo;70;1815.67;Basico;San Miguel
CLI04193;234;5;991.64;2;4;4;244;0;Leales;65;9288.14;Regular;Ate
CLI04194;308;1;125.88;2;2;1;221;2;Perdidos;69;10088.32;Platino;San Borja
CLI04195;456;1;349.19;1;2;2;122;2;Perdidos;26;5862.32;Premium;Miraflores
CLI04198;302;1;246.17;2;2;2;222;2;Perdidos;26;7348.28;Platino;San Miguel
CLI04199;533;2;656.14;1;3;3;133;2;Perdidos;39;9861.36;Platino;San Miguel
CLI04200;144;12;2528.65;3;5;5;355;1;Campeones;32;2498.28;Basico;Ate
CLI04201;286;4;1123.74;2;4;4;244;0;Leales;27;2243.17;Basico;Los Olivos
CLI04203;15;5;1554.45;5;4;5;545;0;Leales;28;7047.66;Premium;Miraflores
CLI04204;9;8;1727.7;5;5;5;555;0;Leales;32;7898.29;Platino;San Miguel
CLI04205;87;10;1615.7;4;5;5;455;0;Leales;22;9080.16;Premium;Miraflores
CLI04206;585;1;217.53;1;2;1;121;2;Perdidos;25;4554.6;Premium;Miraflores
CLI04207;187;3;1013.84;3;4;4;344;3;En Riesgo;20;7274.59;Regular;San Miguel
CLI04208;710;1;192.96;1;2;1;121;2;Perdidos;60;2147.62;Basico;San Miguel
CLI04209;7;4;1024.37;5;4;4;544;0;Leales;52;11664.77;Premium;Miraflores
CLI04210;139;4;915.2;3;4;4;344;3;En Riesgo;54;5167.64;Platino;Santiago de Surco
CLI04212;18;6;1627.63;5;5;5;555;0;Leales;27;10645.58;Regular;San Juan de Lurigancho
CLI04213;32;3;540.98;4;4;3;443;3;En Riesgo;69;11014.21;Regular;Magdalena
CLI04214;22;2;445.31;5;3;2;532;3;En Riesgo;71;6158.43;Regular;San Borja
CLI04215;274;4;1369.03;2;4;5;245;0;Leales;23;1730.39;Basico;San Juan de Lurigancho
CLI04217;392;1;144.91;1;2;1;121;2;Perdidos;31;10117.78;Platino;Los Olivos
CLI04218;22;14;3324.32;5;5;5;555;1;Campeones;37;6387.13;Platino;San Borja
CLI04220;551;1;149.38;1;2;1;121;2;Perdidos;70;2619.21;Basico;Comas
CLI04221;176;2;323.63;3;3;2;332;3;En Riesgo;67;1299.9;Basico;San Borja
CLI04222;250;1;212.17;2;2;1;221;3;En Riesgo;73;5135.88;Platino;Magdalena
CLI04223;11;2;742.36;5;3;3;533;3;En Riesgo;65;6750.86;Platino;Santiago de Surco
CLI04224;165;3;839.78;3;4;4;344;3;En Riesgo;18;4579.36;Premium;Magdalena
CLI04226;231;3;831.11;2;4;4;244;3;En Riesgo;48;2698.27;Basico;San Juan de Lurigancho
CLI04227;101;4;881.56;4;4;4;444;3;En Riesgo;55;11558.17;Platino;Ate
CLI04229;400;2;547.85;1;3;3;133;2;Perdidos;48;7333.66;Platino;San Miguel
CLI04230;176;1;138.9;3;2;1;321;3;En Riesgo;42;2270.14;Basico;San Miguel
CLI04231;53;5;781.92;4;4;4;444;0;Leales;26;5581.18;Platino;San Borja
CLI04233;193;2;650.66;3;3;3;333;3;En Riesgo;36;5150.49;Platino;Los Olivos
CLI04234;6;2;291.27;5;3;2;532;3;En Riesgo;46;4753.45;Platino;Comas
CLI04238;574;1;188.71;1;2;1;121;2;Perdidos;43;3800.46;Regular;San Borja
CLI04239;396;1;121.34;1;2;1;121;2;Perdidos;21;2732.21;Basico;San Miguel
CLI04240;2;3;1040.61;5;4;4;544;3;En Riesgo;69;9103.15;Premium;Miraflores
CLI04241;74;1;162.59;4;2;1;421;3;En Riesgo;48;8951.62;Regular;Los Olivos
CLI04242;59;8;1260.49;4;5;4;454;0;Leales;33;7866.19;Regular;Ate
CLI04243;246;7;1944.91;2;5;5;255;0;Leales;39;10459.52;Regular;San Juan de Lurigancho
CLI04244;29;1;167.71;4;2;1;421;3;En Riesgo;70;8555.66;Regular;San Juan de Lurigancho
CLI04246;237;2;851.05;2;3;4;234;3;En Riesgo;28;5668.6;Platino;Ate
CLI04247;35;1;312.66;4;2;2;422;3;En Riesgo;51;6080.92;Premium;Ate
CLI04248;289;2;540.84;2;3;3;233;3;En Riesgo;27;10400.57;Regular;Miraflores
CLI04249;407;1;155.22;1;2;1;121;2;Perdidos;52;4506.76;Regular;Comas
CLI04250;170;1;165.14;3;2;1;321;3;En Riesgo;52;11287.38;Platino;San Miguel
CLI04251;174;1;85.83;3;2;1;321;3;En Riesgo;58;6507.19;Regular;Comas
CLI04252;102;5;1236.73;4;4;4;444;0;Leales;52;3218.06;Premium;Ate
CLI04253;586;1;122.39;1;2;1;121;2;Perdidos;24;10784.33;Platino;San Juan de Lurigancho
CLI04254;23;1;247.8;5;2;2;522;3;En Riesgo;47;4353.98;Platino;Miraflores
CLI04257;365;2;403.69;2;3;2;232;2;Perdidos;28;2295.75;Basico;Los Olivos
CLI04262;396;2;494.13;1;3;3;133;2;Perdidos;35;11209.59;Platino;San Juan de Lurigancho
CLI04263;25;6;1161.38;5;5;4;554;0;Leales;21;3640.15;Premium;San Juan de Lurigancho
CLI04264;389;3;610.57;1;4;3;143;2;Perdidos;65;11973.41;Platino;Comas
CLI04265;195;3;408.03;3;4;2;342;3;En Riesgo;58;6644.13;Platino;Ate
CLI04266;11;3;912.21;5;4;4;544;3;En Riesgo;57;3143.82;Platino;San Juan de Lurigancho
CLI04269;145;3;638.13;3;4;3;343;3;En Riesgo;51;7407.11;Regular;Santiago de Surco
CLI04271;47;7;1684.37;4;5;5;455;0;Leales;40;5341.33;Platino;San Miguel
CLI04272;480;1;48.6;1;2;1;121;2;Perdidos;30;5139.68;Platino;Santiago de Surco
CLI04273;412;3;237.14;1;4;1;141;2;Perdidos;67;11554.23;Platino;San Juan de Lurigancho
CLI04274;411;1;598.68;1;2;3;123;2;Perdidos;60;1661.88;Basico;Comas
CLI04275;324;1;35.62;2;2;1;221;2;Perdidos;31;9283.62;Platino;Santiago de Surco
CLI04276;201;2;224.2;3;3;1;331;3;En Riesgo;46;1298.28;Basico;San Miguel
CLI04277;14;2;873.22;5;3;4;534;3;En Riesgo;41;4657.32;Premium;Magdalena
CLI04279;215;1;78.57;2;2;1;221;3;En Riesgo;19;9587.18;Platino;Los Olivos
CLI04280;25;9;1877.79;5;5;5;555;0;Leales;58;5829.57;Premium;Ate
CLI04282;26;2;814.27;4;3;4;434;3;En Riesgo;32;11171.65;Platino;San Borja
CLI04283;61;5;1307.01;4;4;4;444;0;Leales;65;10642.73;Platino;Miraflores
CLI04284;388;3;953.61;1;4;4;144;2;Perdidos;63;10085.15;Platino;Miraflores
CLI04286;134;2;339.63;3;3;2;332;3;En Riesgo;64;3488.0;Regular;San Borja
CLI04287;121;3;616.94;4;4;3;443;3;En Riesgo;54;7868.69;Premium;Miraflores
CLI04288;6;12;2728.7;5;5;5;555;1;Campeones;28;5094.64;Platino;Magdalena
CLI04289;19;3;442.41;5;4;2;542;3;En Riesgo;41;10118.58;Premium;Santiago de Surco
CLI04291;67;2;749.27;4;3;3;433;3;En Riesgo;61;9930.03;Regular;Comas
CLI04292;395;4;1214.46;1;4;4;144;2;Perdidos;28;1872.21;Basico;San Borja
CLI04293;23;6;1904.92;5;5;5;555;0;Leales;42;7440.75;Premium;San Miguel
CLI04294;12;2;261.86;5;3;2;532;3;En Riesgo;57;10190.22;Premium;Comas
CLI04295;57;5;1017.64;4;4;4;444;0;Leales;67;10917.02;Platino;San Miguel
CLI04296;131;4;765.86;3;4;3;343;3;En Riesgo;50;2256.14;Basico;Miraflores
CLI04297;79;9;2064.01;4;5;5;455;1;Campeones;45;8446.39;Premium;Comas
CLI04298;105;3;628.72;4;4;3;443;3;En Riesgo;40;9578.09;Regular;Miraflores
CLI04299;222;5;939.72;2;4;4;244;0;Leales;64;7327.34;Regular;Santiago de Surco
CLI04300;148;5;2052.28;3;4;5;345;0;Leales;38;6879.55;Premium;San Borja
CLI04301;321;3;601.13;2;4;3;243;2;Perdidos;54;6942.66;Regular;Magdalena
CLI04302;175;1;416.75;3;2;2;322;3;En Riesgo;19;1273.02;Basico;Miraflores
CLI04303;52;2;817.33;4;3;4;434;3;En Riesgo;73;5240.02;Premium;San Borja
CLI04304;162;11;2714.26;3;5;5;355;1;Campeones;45;2083.64;Basico;Magdalena
CLI04305;191;2;526.49;3;3;3;333;3;En Riesgo;64;1279.11;Basico;San Miguel
CLI04306;119;3;504.99;4;4;3;443;3;En Riesgo;66;6799.32;Regular;Comas
CLI04307;589;1;235.78;1;2;1;121;2;Perdidos;61;6322.03;Premium;Comas
CLI04308;387;1;211.15;2;2;1;221;2;Perdidos;39;11115.27;Platino;San Miguel
CLI04309;22;6;1357.66;5;5;5;555;0;Leales;62;8982.02;Premium;Los Olivos
CLI04310;171;2;818.26;3;3;4;334;3;En Riesgo;48;2736.69;Basico;Ate
CLI04311;29;4;1489.04;4;4;5;445;0;Leales;36;4161.76;Premium;Santiago de Surco
CLI04312;103;5;1359.47;4;4;5;445;0;Leales;32;11836.55;Premium;Santiago de Surco
CLI04313;172;1;391.38;3;2;2;322;3;En Riesgo;58;9276.11;Regular;Comas
CLI04314;216;3;438.68;2;4;2;242;3;En Riesgo;63;4245.77;Regular;Comas
CLI04316;226;5;1039.81;2;4;4;244;0;Leales;51;3884.55;Regular;Magdalena
CLI04318;373;5;916.0;2;4;4;244;2;Perdidos;24;1798.75;Basico;Santiago de Surco
CLI04319;426;3;730.98;1;4;3;143;2;Perdidos;65;10949.15;Regular;Ate
CLI04320;545;1;197.41;1;2;1;121;2;Perdidos;22;2077.99;Basico;Miraflores
CLI04321;455;1;12.56;1;2;1;121;2;Perdidos;51;1838.07;Basico;Ate
CLI04323;28;4;1740.86;4;4;5;445;0;Leales;69;7969.29;Platino;Magdalena
CLI04324;651;1;312.52;1;2;2;122;2;Perdidos;54;7484.25;Regular;San Borja
CLI04326;33;2;488.0;4;3;3;433;3;En Riesgo;59;7993.48;Premium;Comas
CLI04327;718;1;129.86;1;2;1;121;2;Perdidos;63;11558.32;Platino;San Borja
CLI04329;346;2;231.72;2;3;1;231;2;Perdidos;21;3423.96;Regular;San Miguel
CLI04330;197;3;601.06;3;4;3;343;3;En Riesgo;56;2714.64;Basico;San Miguel
CLI04332;254;3;844.95;2;4;4;244;3;En Riesgo;25;11209.41;Platino;Magdalena
CLI04333;557;1;519.46;1;2;3;123;2;Perdidos;20;11706.56;Platino;San Juan de Lurigancho
CLI04334;439;2;406.48;1;3;2;132;2;Perdidos;72;11745.77;Regular;Ate
CLI04335;5;12;2797.74;5;5;5;555;1;Campeones;18;4879.21;Platino;Los Olivos
CLI04336;177;2;564.6;3;3;3;333;3;En Riesgo;47;3058.5;Premium;San Miguel
CLI04337;224;1;65.73;2;2;1;221;3;En Riesgo;39;4537.54;Regular;Comas
CLI04343;183;6;1290.11;3;5;4;354;0;Leales;73;1877.48;Basico;San Miguel
CLI04344;489;3;444.83;1;4;2;142;2;Perdidos;27;2085.34;Basico;Santiago de Surco
CLI04345;14;3;1013.06;5;4;4;544;3;En Riesgo;25;9597.36;Premium;Magdalena
CLI04346;119;5;1297.4;4;4;4;444;0;Leales;39;8564.67;Platino;Ate
CLI04347;589;2;729.99;1;3;3;133;2;Perdidos;56;3106.0;Platino;Miraflores
CLI04348;170;2;518.77;3;3;3;333;3;En Riesgo;51;3856.97;Premium;Los Olivos
CLI04349;14;1;407.13;5;2;2;522;3;En Riesgo;54;3346.37;Premium;Santiago de Surco
CLI04350;622;1;134.27;1;2;1;121;2;Perdidos;33;5245.28;Platino;Ate
CLI04351;29;6;1175.71;4;5;4;454;0;Leales;33;3087.7;Premium;San Juan de Lurigancho
CLI04353;31;1;215.41;4;2;1;421;3;En Riesgo;36;10959.3;Premium;Magdalena
CLI04355;8;4;894.58;5;4;4;544;0;Leales;46;8468.53;Regular;San Miguel
CLI04356;31;1;128.32;4;2;1;421;3;En Riesgo;25;9820.65;Premium;San Borja
CLI04357;70;4;668.64;4;4;3;443;3;En Riesgo;40;5863.6;Platino;San Miguel
CLI04359;213;4;763.28;2;4;3;243;3;En Riesgo;46;7843.22;Premium;Ate
CLI04360;61;5;970.21;4;4;4;444;0;Leales;69;5529.12;Premium;Comas
CLI04361;163;4;914.68;3;4;4;344;3;En Riesgo;71;5072.2;Platino;San Miguel
CLI04362;351;3;951.51;2;4;4;244;2;Perdidos;61;9343.42;Regular;Santiago de Surco
CLI04364;687;1;113.35;1;2;1;121;2;Perdidos;23;2539.72;Basico;Santiago de Surco
CLI04368;43;8;2192.57;4;5;5;455;0;Leales;21;11294.4;Platino;Miraflores
CLI04369;379;2;432.68;2;3;2;232;2;Perdidos;55;2241.25;Basico;Santiago de Surco
CLI04371;370;4;910.26;2;4;4;244;2;Perdidos;65;1477.73;Basico;San Miguel
CLI04373;387;2;336.67;2;3;2;232;2;Perdidos;18;5432.43;Premium;Magdalena
CLI04374;531;2;606.88;1;3;3;133;2;Perdidos;50;3098.4;Premium;Los Olivos
CLI04375;594;1;105.01;1;2;1;121;2;Perdidos;41;2176.87;Basico;Santiago de Surco
CLI04377;208;4;1023.05;2;4;4;244;0;Leales;21;7123.8;Regular;Magdalena
CLI04378;587;1;62.19;1;2;1;121;2;Perdidos;59;10690.05;Regular;Santiago de Surco
CLI04379;303;1;128.31;2;2;1;221;2;Perdidos;53;5845.66;Regular;San Miguel
CLI04380;34;5;985.86;4;4;4;444;0;Leales;25;7423.47;Platino;Santiago de Surco
CLI04381;194;4;771.04;3;4;3;343;3;En Riesgo;27;6565.43;Regular;San Borja
CLI04382;80;3;1239.72;4;4;4;444;0;Leales;64;3621.69;Regular;Los Olivos
CLI04383;142;1;665.23;3;2;3;323;3;En Riesgo;65;5661.21;Premium;San Borja
CLI04384;28;2;162.87;4;3;1;431;3;En Riesgo;48;6870.11;Premium;Magdalena
CLI04385;11;3;453.78;5;4;2;542;3;En Riesgo;72;7898.54;Premium;Miraflores
CLI04386;39;8;1290.95;4;5;4;454;0;Leales;29;9821.94;Regular;San Borja
CLI04387;178;1;184.3;3;2;1;321;3;En Riesgo;41;1305.36;Basico;San Miguel
CLI04388;12;5;1092.72;5;4;4;544;0;Leales;30;5881.29;Premium;Miraflores
CLI04389;172;1;412.5;3;2;2;322;3;En Riesgo;22;2149.74;Basico;Santiago de Surco
CLI04390;520;3;932.33;1;4;4;144;2;Perdidos;50;1101.81;Basico;Miraflores
CLI04391;523;1;11.14;1;2;1;121;2;Perdidos;55;3896.67;Regular;Magdalena
CLI04392;19;2;415.57;5;3;2;532;3;En Riesgo;70;10621.07;Premium;Ate
CLI04393;204;6;1208.06;3;5;4;354;0;Leales;71;11413.09;Premium;San Borja
CLI04394;55;5;857.49;4;4;4;444;0;Leales;33;5670.96;Platino;Comas
CLI04395;178;1;273.36;3;2;2;322;3;En Riesgo;68;1834.71;Basico;Ate
CLI04397;336;4;798.54;2;4;4;244;2;Perdidos;43;9394.75;Platino;Santiago de Surco
CLI04398;51;3;771.96;4;4;3;443;3;En Riesgo;59;9900.0;Platino;Comas
CLI04399;60;5;1491.32;4;4;5;445;0;Leales;22;4484.78;Premium;San Miguel
CLI04400;159;4;1030.47;3;4;4;344;0;Leales;20;8895.08;Regular;Miraflores
CLI04401;23;2;310.57;5;3;2;532;3;En Riesgo;36;10835.88;Platino;Comas
CLI04402;486;1;294.86;1;2;2;122;2;Perdidos;50;3205.28;Regular;Santiago de Surco
CLI04404;347;3;646.39;2;4;3;243;2;Perdidos;33;4805.64;Regular;Magdalena
CLI04405;39;4;695.21;4;4;3;443;3;En Riesgo;72;9410.36;Premium;San Borja
CLI04406;382;2;368.05;2;3;2;232;2;Perdidos;23;11893.99;Regular;Ate
CLI04407;202;2;801.8;3;3;4;334;3;En Riesgo;21;7626.88;Regular;San Miguel
CLI04408;177;1;736.64;3;2;3;323;3;En Riesgo;18;8184.99;Premium;Los Olivos
CLI04409;60;4;976.31;4;4;4;444;0;Leales;29;3913.38;Platino;Magdalena
CLI04410;211;1;406.35;2;2;2;222;3;En Riesgo;29;10583.12;Premium;Miraflores
CLI04413;368;2;497.13;2;3;3;233;2;Perdidos;50;2295.11;Basico;Miraflores
CLI04414;77;3;763.68;4;4;3;443;3;En Riesgo;43;5566.15;Regular;Miraflores
CLI04416;27;7;1071.97;4;5;4;454;0;Leales;46;11399.27;Premium;Magdalena
CLI04417;168;6;1112.8;3;5;4;354;0;Leales;40;1039.53;Basico;Ate
CLI04418;256;2;199.57;2;3;1;231;3;En Riesgo;21;1951.88;Basico;San Miguel
CLI04419;236;2;378.62;2;3;2;232;3;En Riesgo;51;10241.88;Regular;Santiago de Surco
CLI04420;31;2;266.0;4;3;2;432;3;En Riesgo;61;3046.68;Premium;Los Olivos
CLI04421;366;2;400.09;2;3;2;232;2;Perdidos;28;1811.55;Basico;San Borja
CLI04422;18;6;1680.52;5;5;5;555;0;Leales;36;5528.48;Regular;San Juan de Lurigancho
CLI04424;190;6;2100.27;3;5;5;355;0;Leales;30;11448.49;Regular;San Miguel
CLI04425;185;3;420.38;3;4;2;342;3;En Riesgo;22;7368.98;Regular;San Borja
CLI04427;269;4;931.64;2;4;4;244;3;En Riesgo;21;10462.17;Platino;Santiago de Surco
CLI04428;50;12;2915.41;4;5;5;455;1;Campeones;68;3670.4;Platino;San Borja
CLI04429;5;1;143.0;5;2;1;521;3;En Riesgo;70;11243.52;Platino;Miraflores
CLI04430;496;2;336.66;1;3;2;132;2;Perdidos;68;6010.48;Premium;Santiago de Surco
CLI04431;30;3;725.09;4;4;3;443;3;En Riesgo;30;11399.29;Regular;San Borja
CLI04433;618;1;335.91;1;2;2;122;2;Perdidos;29;9815.08;Premium;San Miguel
CLI04435;19;9;2440.59;5;5;5;555;1;Campeones;53;6076.71;Regular;Santiago de Surco
CLI04436;13;14;3337.57;5;5;5;555;1;Campeones;38;6752.39;Regular;Santiago de Surco
CLI04437;207;3;849.45;2;4;4;244;3;En Riesgo;30;3704.49;Platino;San Borja
CLI04438;404;3;323.18;1;4;2;142;2;Perdidos;64;10581.02;Premium;Magdalena
CLI04439;281;1;120.58;2;2;1;221;3;En Riesgo;67;8346.86;Premium;Miraflores
CLI04441;240;2;814.57;2;3;4;234;3;En Riesgo;18;2098.98;Basico;Miraflores
CLI04442;360;1;96.71;2;2;1;221;2;Perdidos;30;1702.63;Basico;Los Olivos
CLI04446;130;1;73.9;3;2;1;321;3;En Riesgo;44;2680.1;Basico;San Miguel
CLI04448;356;2;168.51;2;3;1;231;2;Perdidos;52;9560.08;Premium;Comas
CLI04449;372;2;728.26;2;3;3;233;2;Perdidos;30;2228.23;Basico;Magdalena
CLI04452;92;4;928.98;4;4;4;444;3;En Riesgo;72;6825.11;Regular;Miraflores
CLI04453;71;6;599.04;4;5;3;453;0;Leales;19;3862.47;Regular;Comas
CLI04455;127;5;1075.24;4;4;4;444;0;Leales;63;2429.42;Basico;Santiago de Surco
CLI04456;60;2;482.07;4;3;3;433;3;En Riesgo;37;10183.89;Premium;Miraflores
CLI04458;5;19;4914.9;5;5;5;555;1;Campeones;62;9065.26;Regular;Los Olivos
CLI04459;121;4;739.41;4;4;3;443;3;En Riesgo;40;4839.1;Regular;San Miguel
CLI04461;717;1;105.53;1;2;1;121;2;Perdidos;30;2583.62;Basico;Los Olivos
CLI04462;188;5;1339.06;3;4;5;345;0;Leales;33;4723.64;Premium;Comas
CLI04463;349;7;1417.87;2;5;5;255;0;Leales;19;2162.19;Basico;Magdalena
CLI04464;225;2;93.49;2;3;1;231;3;En Riesgo;69;7932.95;Regular;San Miguel
CLI04465;250;3;561.67;2;4;3;243;3;En Riesgo;41;1089.52;Basico;San Miguel
CLI04466;644;1;267.0;1;2;2;122;2;Perdidos;37;1062.68;Basico;Ate
CLI04467;592;2;606.52;1;3;3;133;2;Perdidos;35;6358.49;Platino;San Borja
CLI04468;661;1;427.24;1;2;2;122;2;Perdidos;23;4449.54;Regular;Miraflores
CLI04469;206;1;509.06;3;2;3;323;3;En Riesgo;40;8607.42;Premium;Los Olivos
CLI04470;153;9;1961.17;3;5;5;355;0;Leales;45;2152.33;Basico;Magdalena
CLI04471;2;5;1669.71;5;4;5;545;0;Leales;54;6689.8;Regular;Miraflores
CLI04472;3;12;3225.73;5;5;5;555;1;Campeones;58;11296.77;Premium;Los Olivos
CLI04473;208;1;124.18;2;2;1;221;3;En Riesgo;41;10568.55;Platino;San Juan de Lurigancho
CLI04474;629;1;19.98;1;2;1;121;2;Perdidos;37;11629.95;Premium;Ate
CLI04475;245;2;111.02;2;3;1;231;3;En Riesgo;32;11900.56;Regular;Los Olivos
CLI04476;317;4;1168.57;2;4;4;244;0;Leales;48;10384.07;Platino;Ate
CLI04477;543;2;512.28;1;3;3;133;2;Perdidos;31;1347.64;Basico;San Miguel
CLI04478;48;13;3268.98;4;5;5;455;1;Campeones;44;7370.05;Regular;Los Olivos
CLI04482;152;5;1292.75;3;4;4;344;0;Leales;33;6249.64;Premium;Los Olivos
CLI04483;637;1;462.55;1;2;2;122;2;Perdidos;42;8563.6;Regular;Comas
CLI04485;233;1;412.95;2;2;2;222;3;En Riesgo;49;6597.33;Regular;San Borja
CLI04486;202;2;331.97;3;3;2;332;3;En Riesgo;25;11882.58;Platino;San Juan de Lurigancho
CLI04488;682;1;501.65;1;2;3;123;2;Perdidos;38;2497.86;Basico;San Juan de Lurigancho
CLI04491;539;1;154.25;1;2;1;121;2;Perdidos;65;2615.74;Basico;Santiago de Surco
CLI04492;710;1;276.78;1;2;2;122;2;Perdidos;73;7994.76;Regular;Miraflores
CLI04494;419;1;533.82;1;2;3;123;2;Perdidos;18;7059.17;Premium;San Juan de Lurigancho
CLI04495;179;3;704.12;3;4;3;343;3;En Riesgo;31;6679.02;Premium;Los Olivos
CLI04496;414;2;413.83;1;3;2;132;2;Perdidos;62;1110.14;Basico;Los Olivos
CLI04499;22;3;645.28;5;4;3;543;3;En Riesgo;41;5261.59;Regular;Comas
CLI04500;212;5;1284.14;2;4;4;244;0;Leales;44;2149.59;Basico;Comas
CLI04502;171;2;1079.96;3;3;4;334;3;En Riesgo;23;9484.94;Regular;Ate
CLI04503;165;2;530.23;3;3;3;333;3;En Riesgo;53;5157.49;Regular;San Juan de Lurigancho
CLI04504;18;11;3452.84;5;5;5;555;1;Campeones;43;9332.86;Platino;Ate
CLI04505;626;1;417.13;1;2;2;122;2;Perdidos;70;11846.65;Regular;San Juan de Lurigancho
CLI04506;9;10;2263.03;5;5;5;555;1;Campeones;58;3280.79;Premium;Miraflores
CLI04507;328;3;1040.61;2;4;4;244;2;Perdidos;24;9612.36;Regular;Comas
CLI04511;39;2;531.4;4;3;3;433;3;En Riesgo;66;6560.87;Platino;Los Olivos
CLI04512;552;2;342.41;1;3;2;132;2;Perdidos;38;2922.85;Regular;Miraflores
CLI04513;7;9;2412.74;5;5;5;555;1;Campeones;69;10417.24;Premium;Santiago de Surco
CLI04514;221;2;333.7;2;3;2;232;3;En Riesgo;53;1400.36;Basico;Ate
CLI04515;208;3;552.04;2;4;3;243;3;En Riesgo;55;7907.53;Regular;San Juan de Lurigancho
CLI04516;107;4;459.7;4;4;2;442;3;En Riesgo;59;8617.05;Platino;Comas
CLI04517;221;5;1743.4;2;4;5;245;0;Leales;66;1372.83;Basico;Comas
CLI04519;409;2;372.54;1;3;2;132;2;Perdidos;49;2297.94;Basico;Santiago de Surco
CLI04521;11;3;567.2;5;4;3;543;3;En Riesgo;35;11132.36;Premium;Santiago de Surco
CLI04523;280;7;1266.97;2;5;4;254;0;Leales;26;2228.9;Basico;Santiago de Surco
CLI04524;25;4;968.55;5;4;4;544;0;Leales;63;9465.44;Platino;San Juan de Lurigancho
CLI04525;82;4;844.89;4;4;4;444;3;En Riesgo;19;7904.8;Platino;San Juan de Lurigancho
CLI04526;359;2;599.57;2;3;3;233;2;Perdidos;69;4479.62;Platino;Santiago de Surco
CLI04527;11;2;504.69;5;3;3;533;3;En Riesgo;51;6764.46;Platino;Miraflores
CLI04530;43;1;294.32;4;2;2;422;3;En Riesgo;22;11931.87;Platino;Miraflores
